M_H,M_K,M_J,M_NCD,M_P_RGB,M_P_L,Q_F,Size,Artist,Pntg_num,Genre,Size_tolerance,Artistic_style,true_label
0.3449,0.71388,0.92874,0.22744,0.235593,0.124435,100,693889,alfred-sisley,24,Cityscape,0.2,Impressionism,AI
0.39549,0.96962,0.86899,0.65458,0.356908,0.273962,75,630436,ivan-aivazovsky,81,Marina,0.2,Romanticism,AI
0.46468,0.95019,0.88063,0.5359,0.307694,0.274525,75,682276,aleksey-savrasov,41,Landscape,0.2,Realism,AI
0.49351,0.7694,0.83764,0.25078,0.251958,0.283243,100,656100,camille-corot,10,Landscape,0.2,Realism,AI
0.43114,0.958,0.86301,0.62678,0.262182,0.242172,75,693889,camille-corot,68,Cityscape,0.2,Realism,AI
0.4083,0.95315,0.86606,0.5826,0.312301,0.244564,75,659344,francisco-goya,98,Capriccio,0.2,Romanticism,AI
0.45307,0.96325,0.78221,0.63892,0.376868,0.397459,85,693889,ivan-aivazovsky,45,Battle painting,0.2,Romanticism,AI
0.36193,0.94238,0.84243,0.53863,0.269385,0.247805,75,698896,isaac-levitan,19,Landscape,0.2,Realism,AI
0.53661,0.94223,0.93368,0.52071,0.191637,0.146167,75,660969,ivan-shishkin,20,Sketch and study,0.2,Realism,AI
0.45592,0.95854,0.90683,0.59746,0.241349,0.175219,75,665856,eugene-boudin,47,Cityscape,0.2,Impressionism,AI
0.42812,0.95763,0.85559,0.60095,0.297395,0.261331,75,632025,ilya-repin,71,Portrait,0.2,Realism,AI
0.39551,0.9619,0.8271,0.60918,0.385413,0.338771,85,640000,ivan-aivazovsky,43,Marina,0.2,Romanticism,AI
0.38023,0.72078,0.88636,0.22333,0.292672,0.238327,100,595984,ilya-repin,74,Religious painting,0.2,Realism,AI
0.41419,0.94628,0.8946,0.53519,0.276899,0.214577,75,695556,aleksey-savrasov,87,Landscape,0.2,Realism,AI
0.3939,0.94803,0.85222,0.54869,0.296306,0.255514,75,707281,aleksey-savrasov,12,Landscape,0.2,Realism,AI
0.44923,0.9575,0.81962,0.60826,0.270397,0.279965,75,518400,camille-corot,96,Landscape,0.2,Realism,AI
0.45053,0.96427,0.82018,0.64331,0.290781,0.335833,75,609961,camille-corot,72,Landscape,0.2,Realism,AI
0.36304,0.94651,0.87523,0.54606,0.261273,0.212691,75,633616,isaac-levitan,68,Landscape,0.2,Realism,AI
0.4116,0.94436,0.90594,0.53601,0.255965,0.184883,75,535824,eugene-boudin,14,Genre painting,0.2,Impressionism,AI
0.46482,0.96351,0.80666,0.62848,0.332256,0.312113,75,659344,francisco-goya,92,Capriccio,0.2,Romanticism,AI
0.3966,0.94421,0.84952,0.52559,0.271065,0.234081,75,541696,isaac-levitan,18,Landscape,0.2,Realism,AI
0.46087,0.96782,0.83465,0.65736,0.340848,0.294746,67,644809,francisco-goya,63,Capriccio,0.2,Romanticism,AI
0.66762,0.93937,0.94672,0.5101,0.131176,0.128715,75,700569,ivan-shishkin,58,Sketch and study,0.2,Realism,AI
0.52014,0.75387,0.8753,0.24483,0.223409,0.238195,100,544644,camille-corot,14,Landscape,0.2,Realism,AI
0.3208,0.95506,0.92841,0.60426,0.308249,0.189549,75,657721,vasily-polenov,38,Interior,0.2,Realism,AI
0.40644,0.93853,0.87155,0.49908,0.273349,0.210698,75,632025,aleksey-savrasov,94,Landscape,0.2,Realism,AI
0.50127,0.96578,0.77823,0.64402,0.380945,0.354504,75,616225,ilya-repin,61,Portrait,0.2,Realism,AI
0.58958,0.96681,0.82234,0.63789,0.312109,0.308389,75,532900,camille-corot,43,Portrait,0.2,Realism,AI
0.4033,0.95523,0.87454,0.5892,0.31224,0.242592,75,659344,francisco-goya,70,Capriccio,0.2,Romanticism,AI
0.40939,0.94541,0.92703,0.5432,0.264016,0.188181,75,529984,vasily-polenov,24,Religious painting,0.2,Realism,AI
0.42691,0.95546,0.89271,0.58894,0.244282,0.181965,75,577600,eugene-boudin,68,Marina,0.2,Impressionism,AI
0.33526,0.93404,0.94289,0.50609,0.250555,0.12767,75,662596,eugene-boudin,53,Genre painting,0.2,Impressionism,AI
0.49198,0.95768,0.87177,0.60558,0.254671,0.252901,75,669124,camille-corot,27,Landscape,0.2,Realism,AI
0.49735,0.9661,0.8233,0.65014,0.313045,0.308703,75,567009,isaac-levitan,36,Landscape,0.2,Realism,AI
0.47001,0.96072,0.82473,0.60275,0.331642,0.286056,75,651249,ilya-repin,39,Portrait,0.2,Realism,AI
0.47282,0.9456,0.89166,0.55712,0.221135,0.185573,75,695556,ivan-shishkin,29,Sketch and study,0.2,Realism,AI
0.47191,0.9072,0.84465,0.41676,0.257847,0.265825,93,638401,camille-corot,23,Genre painting,0.2,Realism,AI
0.58813,0.95984,0.8448,0.61096,0.291401,0.282572,75,485809,camille-corot,87,Portrait,0.2,Realism,AI
0.42904,0.96138,0.83865,0.60944,0.304358,0.28545,75,582169,isaac-levitan,21,Landscape,0.2,Realism,AI
0.41437,0.94032,0.86313,0.50736,0.293671,0.267503,75,605284,aleksey-savrasov,5,Landscape,0.2,Realism,AI
0.43062,0.95108,0.84506,0.56637,0.295351,0.259533,75,511225,vasily-polenov,51,Landscape,0.2,Realism,AI
0.39053,0.80361,0.90609,0.24968,0.289167,0.233264,97,480249,aleksey-savrasov,96,Landscape,0.2,Realism,AI
0.39703,0.72595,0.86545,0.22729,0.287274,0.255623,100,602176,francisco-goya,8,Genre painting,0.2,Romanticism,AI
0.33481,0.92898,0.95224,0.48386,0.250954,0.101275,75,484416,alfred-sisley,27,Landscape,0.2,Impressionism,AI
0.35147,0.92787,0.91047,0.47769,0.242796,0.145822,75,512656,alfred-sisley,67,Landscape,0.2,Impressionism,AI
0.37878,0.93394,0.89786,0.5,0.265554,0.201855,75,643204,aleksey-savrasov,30,Landscape,0.2,Realism,AI
0.38603,0.94124,0.888,0.53006,0.243609,0.212763,75,702244,ivan-shishkin,54,Landscape,0.2,Realism,AI
0.33638,0.93631,0.94608,0.5215,0.25497,0.117611,75,527076,alfred-sisley,87,Landscape,0.2,Impressionism,AI
0.43257,0.95573,0.91878,0.57957,0.248217,0.157024,75,677329,eugene-boudin,97,Marina,0.2,Impressionism,AI
0.3799,0.94694,0.89426,0.54045,0.258156,0.162679,75,608400,alfred-sisley,96,Landscape,0.2,Impressionism,AI
0.48124,0.95068,0.90074,0.56699,0.243655,0.211591,75,608400,vasily-polenov,17,Sketch and study,0.2,Realism,AI
0.41496,0.95406,0.82234,0.58464,0.284399,0.288349,75,608400,isaac-levitan,88,Landscape,0.2,Realism,AI
0.39627,0.94764,0.87203,0.55339,0.281935,0.227601,75,571536,isaac-levitan,92,Landscape,0.2,Realism,AI
0.52898,0.96565,0.85098,0.66368,0.267928,0.265134,75,697225,camille-corot,92,Landscape,0.2,Realism,AI
0.35693,0.94959,0.88125,0.57343,0.270802,0.234705,75,672400,isaac-levitan,9,Landscape,0.2,Realism,AI
0.4858,0.9666,0.80954,0.64111,0.352084,0.328939,75,659344,francisco-goya,28,Capriccio,0.2,Romanticism,AI
0.43539,0.95591,0.83639,0.59065,0.277753,0.257695,75,599076,isaac-levitan,59,Landscape,0.2,Realism,AI
0.41066,0.94298,0.91479,0.53743,0.269493,0.182869,75,561001,ilya-repin,7,Sketch and study,0.2,Realism,AI
0.45349,0.94381,0.88784,0.52872,0.266837,0.202249,75,476100,eugene-boudin,60,Sketch and study,0.2,Impressionism,AI
0.45458,0.94768,0.92133,0.55184,0.245029,0.157559,75,592900,eugene-boudin,94,Genre painting,0.2,Impressionism,AI
0.38024,0.94993,0.85109,0.57328,0.277593,0.258525,75,628849,isaac-levitan,40,Landscape,0.2,Realism,AI
0.39177,0.93472,0.96341,0.5065,0.197817,0.102661,75,680625,ivan-shishkin,62,Landscape,0.2,Realism,AI
0.39298,0.93725,0.87928,0.51551,0.27248,0.206029,75,594441,ilya-repin,90,History painting,0.2,Realism,AI
0.66814,0.94903,0.91094,0.54336,0.222248,0.230581,75,628849,ivan-shishkin,38,Landscape,0.2,Realism,AI
0.52214,0.75512,0.86094,0.23655,0.233727,0.257406,100,690561,francisco-goya,87,Genre painting,0.2,Romanticism,AI
0.45198,0.76374,0.89815,0.25551,0.288205,0.215307,100,602176,francisco-goya,57,Religious painting,0.2,Romanticism,AI
0.40635,0.72093,0.88589,0.22253,0.282561,0.231304,100,705600,francisco-goya,68,Genre painting,0.2,Romanticism,AI
0.42346,0.95256,0.84347,0.55758,0.319898,0.28473,75,505521,vasily-polenov,89,Landscape,0.2,Realism,AI
0.36121,0.9383,0.95932,0.51852,0.253134,0.136575,75,674041,vasily-polenov,19,Interior,0.2,Realism,AI
0.43243,0.93903,0.87019,0.52308,0.334351,0.243338,75,497025,ilya-repin,50,Portrait,0.2,Realism,AI
0.45081,0.95475,0.84363,0.59529,0.267571,0.243153,75,698896,vasily-polenov,94,Portrait,0.2,Realism,AI
0.4106,0.94754,0.85709,0.53083,0.313697,0.238112,75,532900,vasily-polenov,16,Flower painting,0.2,Realism,AI
0.40017,0.94385,0.86707,0.52734,0.317056,0.25942,75,498436,aleksey-savrasov,92,Landscape,0.2,Realism,AI
0.4217,0.94411,0.91359,0.53106,0.246925,0.17647,75,617796,ivan-shishkin,69,Landscape,0.2,Realism,AI
0.44632,0.94581,0.85443,0.53586,0.286087,0.261799,75,561001,isaac-levitan,64,Landscape,0.2,Realism,AI
0.38234,0.93437,0.88677,0.49608,0.246401,0.180591,75,640000,ilya-repin,18,Sketch and study,0.2,Realism,AI
0.37805,0.94704,0.87106,0.55527,0.306854,0.24669,75,656100,ilya-repin,89,Portrait,0.2,Realism,AI
0.40095,0.75732,0.86777,0.24814,0.264061,0.246527,100,707281,francisco-goya,64,Genre painting,0.2,Romanticism,AI
0.40563,0.94125,0.94286,0.52032,0.268786,0.166264,75,532900,eugene-boudin,7,Genre painting,0.2,Impressionism,AI
0.32203,0.93105,0.95617,0.50219,0.246425,0.116191,75,651249,alfred-sisley,28,Landscape,0.2,Impressionism,AI
0.40572,0.9556,0.85642,0.58396,0.257375,0.229878,75,651249,eugene-boudin,31,Animal painting,0.2,Impressionism,AI
0.37832,0.96152,0.86787,0.62893,0.317566,0.26418,75,659344,francisco-goya,17,Capriccio,0.2,Romanticism,AI
0.43857,0.95719,0.8214,0.57031,0.334412,0.317317,75,630436,aleksey-savrasov,63,Landscape,0.2,Realism,AI
0.3391,0.93303,0.93392,0.49545,0.261157,0.142139,75,608400,ivan-shishkin,64,Landscape,0.2,Realism,AI
0.42565,0.94579,0.8397,0.54048,0.367913,0.367493,91,643204,ivan-aivazovsky,77,Marina,0.2,Romanticism,AI
0.47349,0.78659,0.81582,0.27393,0.297559,0.334616,100,534361,camille-corot,71,Landscape,0.2,Realism,AI
0.50823,0.96571,0.83582,0.6298,0.343868,0.299555,75,660969,francisco-goya,85,Capriccio,0.2,Romanticism,AI
0.56202,0.93999,0.91051,0.50387,0.207068,0.17647,75,570025,ivan-shishkin,76,Landscape,0.2,Realism,AI
0.41182,0.97047,0.87505,0.69071,0.335697,0.270115,52,602176,francisco-goya,35,Capriccio,0.2,Romanticism,AI
0.34779,0.94253,0.82602,0.54404,0.322735,0.308534,85,674041,ivan-aivazovsky,100,Landscape,0.2,Romanticism,AI
0.41787,0.95157,0.89115,0.57389,0.291916,0.241529,75,602176,camille-corot,17,Animal painting,0.2,Realism,AI
0.42261,0.96438,0.82924,0.62058,0.375851,0.369766,85,685584,ivan-aivazovsky,47,Marina,0.2,Romanticism,AI
0.3652,0.94217,0.8935,0.53558,0.262754,0.206839,75,527076,vasily-polenov,63,Landscape,0.2,Realism,AI
0.39882,0.94373,0.88953,0.51284,0.28689,0.225921,75,660969,aleksey-savrasov,39,Landscape,0.2,Realism,AI
0.45221,0.94959,0.86411,0.52876,0.33195,0.27818,75,576081,aleksey-savrasov,49,Landscape,0.2,Realism,AI
0.3943,0.97111,0.83087,0.67837,0.353948,0.331638,75,683929,ivan-aivazovsky,32,Portrait,0.2,Romanticism,AI
0.29756,0.923,0.95068,0.48371,0.269958,0.115393,75,514089,alfred-sisley,86,Landscape,0.2,Impressionism,AI
0.49701,0.96748,0.81204,0.65008,0.310227,0.341019,75,652864,camille-corot,24,Landscape,0.2,Realism,AI
0.47231,0.96483,0.83211,0.63633,0.301435,0.278598,75,473344,camille-corot,70,Landscape,0.2,Realism,AI
0.45302,0.95457,0.87598,0.59153,0.238478,0.228369,75,690561,camille-corot,49,Landscape,0.2,Realism,AI
0.42108,0.96338,0.84082,0.63785,0.293292,0.279451,75,700569,ilya-repin,97,Portrait,0.2,Realism,AI
0.44303,0.93285,0.91979,0.4871,0.2112,0.154185,75,677329,ivan-shishkin,100,Landscape,0.2,Realism,AI
0.50277,0.93805,0.95378,0.50697,0.154383,0.109834,75,692224,ivan-shishkin,93,Sketch and study,0.2,Realism,AI
0.41237,0.95506,0.91526,0.59327,0.246403,0.166018,75,646416,eugene-boudin,79,Landscape,0.2,Impressionism,AI
0.45908,0.96024,0.82469,0.61158,0.33265,0.310061,75,698896,aleksey-savrasov,15,Landscape,0.2,Realism,AI
0.37068,0.94434,0.90278,0.53716,0.252199,0.164798,75,674041,alfred-sisley,18,Cityscape,0.2,Impressionism,AI
0.4573,0.96698,0.86126,0.64565,0.360336,0.285276,75,659344,francisco-goya,3,Capriccio,0.2,Romanticism,AI
0.3834,0.9782,0.82192,0.71659,0.370194,0.345428,70,664225,ivan-aivazovsky,78,Marina,0.2,Romanticism,AI
0.45957,0.94387,0.94439,0.54357,0.222842,0.145381,75,667489,ivan-shishkin,92,Landscape,0.2,Realism,AI
0.44312,0.9522,0.86176,0.56651,0.281432,0.254117,75,558009,isaac-levitan,98,Sketch and study,0.2,Realism,AI
0.34687,0.93815,0.93718,0.53767,0.238722,0.120238,75,644809,alfred-sisley,15,Landscape,0.2,Impressionism,AI
0.39676,0.94123,0.89423,0.52764,0.261635,0.208505,75,690561,ilya-repin,17,History painting,0.2,Realism,AI
0.42963,0.95024,0.88741,0.56179,0.284252,0.231866,75,659344,francisco-goya,37,Capriccio,0.2,Romanticism,AI
0.391,0.94533,0.93208,0.5501,0.241678,0.169701,75,700569,ivan-shishkin,70,Landscape,0.2,Realism,AI
0.39161,0.95927,0.85755,0.6013,0.347168,0.314077,85,638401,ivan-aivazovsky,40,Marina,0.2,Romanticism,AI
0.45209,0.9549,0.88152,0.58679,0.289481,0.245578,75,659344,francisco-goya,78,Capriccio,0.2,Romanticism,AI
0.53268,0.91108,0.81947,0.41764,0.256251,0.289799,93,608400,camille-corot,54,Landscape,0.2,Realism,AI
0.58139,0.97089,0.78879,0.66956,0.34992,0.34029,75,703921,ivan-aivazovsky,34,Portrait,0.2,Romanticism,AI
0.31785,0.9271,0.97209,0.49329,0.231996,0.077606,75,657721,alfred-sisley,1,Landscape,0.2,Impressionism,AI
0.50061,0.95403,0.88353,0.58452,0.29701,0.250575,75,555025,ilya-repin,44,Portrait,0.2,Realism,AI
0.42697,0.96598,0.79049,0.65812,0.388694,0.421353,85,641601,ivan-aivazovsky,11,Marina,0.2,Romanticism,AI
0.40777,0.9435,0.86306,0.51627,0.285571,0.232361,75,687241,aleksey-savrasov,50,Landscape,0.2,Realism,AI
0.37564,0.80691,0.84837,0.28362,0.345136,0.338979,99,630436,ivan-aivazovsky,59,Marina,0.2,Romanticism,AI
0.37279,0.94252,0.95279,0.53447,0.239538,0.120345,75,644809,eugene-boudin,87,Landscape,0.2,Impressionism,AI
0.45003,0.9072,0.92312,0.43785,0.204772,0.184355,91,697225,camille-corot,56,Landscape,0.2,Realism,AI
0.3546,0.93817,0.89416,0.51067,0.306241,0.225024,75,664225,ilya-repin,5,Genre painting,0.2,Realism,AI
0.40114,0.94169,0.90962,0.53068,0.263892,0.174055,75,535824,vasily-polenov,1,Landscape,0.2,Realism,AI
0.43974,0.97038,0.85684,0.66455,0.384014,0.367458,85,633616,ivan-aivazovsky,93,Landscape,0.2,Romanticism,AI
0.37248,0.94965,0.87564,0.55874,0.292667,0.24569,75,664225,vasily-polenov,43,Landscape,0.2,Realism,AI
0.41932,0.95311,0.86004,0.59049,0.256433,0.249838,75,670761,camille-corot,55,Landscape,0.2,Realism,AI
0.31656,0.9327,0.91687,0.50163,0.264487,0.129944,75,528529,alfred-sisley,14,Landscape,0.2,Impressionism,AI
0.41055,0.94837,0.87718,0.55442,0.241467,0.227543,75,660969,isaac-levitan,43,Landscape,0.2,Realism,AI
0.41705,0.77863,0.87499,0.2472,0.266707,0.233237,99,628849,camille-corot,66,Cityscape,0.2,Realism,AI
0.41008,0.9371,0.93256,0.50224,0.210364,0.140397,75,664225,ivan-shishkin,74,Landscape,0.2,Realism,AI
0.42966,0.95468,0.83118,0.5786,0.267009,0.265376,75,705600,isaac-levitan,60,Landscape,0.2,Realism,AI
0.57145,0.95682,0.87357,0.5891,0.270562,0.249793,75,540225,ilya-repin,58,Portrait,0.2,Realism,AI
0.49206,0.77638,0.87101,0.25869,0.262603,0.259723,100,538756,camille-corot,88,Landscape,0.2,Realism,AI
0.3839,0.94061,0.89365,0.50893,0.299496,0.220066,75,504100,ilya-repin,1,History painting,0.2,Realism,AI
0.45321,0.95676,0.93873,0.59733,0.235094,0.146154,75,583696,eugene-boudin,20,Marina,0.2,Impressionism,AI
0.43085,0.9537,0.85056,0.56291,0.310488,0.25174,75,659344,francisco-goya,62,Capriccio,0.2,Romanticism,AI
0.35911,0.95112,0.87983,0.5715,0.305425,0.266387,75,483025,isaac-levitan,12,Landscape,0.2,Realism,AI
0.37633,0.94338,0.90517,0.53907,0.265801,0.18193,75,643204,ivan-shishkin,95,Landscape,0.2,Realism,AI
0.40157,0.93708,0.96383,0.52046,0.198015,0.101589,75,685584,ivan-shishkin,90,Landscape,0.2,Realism,AI
0.31944,0.93379,0.93652,0.50226,0.258219,0.121465,75,656100,alfred-sisley,52,Landscape,0.2,Impressionism,AI
0.33596,0.93784,0.90346,0.51606,0.250918,0.138941,75,589824,alfred-sisley,74,Landscape,0.2,Impressionism,AI
0.48998,0.95804,0.83061,0.59099,0.337066,0.297938,75,659344,francisco-goya,5,Capriccio,0.2,Romanticism,AI
0.39329,0.94811,0.89605,0.55146,0.328931,0.243552,75,680625,aleksey-savrasov,90,Landscape,0.2,Realism,AI
0.30426,0.92809,0.94307,0.49803,0.267597,0.121851,75,516961,alfred-sisley,88,Landscape,0.2,Impressionism,AI
0.39093,0.95876,0.88454,0.60169,0.351253,0.29713,85,648025,ivan-aivazovsky,52,Marina,0.2,Romanticism,AI
0.39738,0.93416,0.94482,0.50435,0.247311,0.121344,75,695556,vasily-polenov,69,Design,0.2,Realism,AI
0.42576,0.95031,0.87619,0.56028,0.274784,0.231983,75,616225,vasily-polenov,10,Landscape,0.2,Realism,AI
0.34929,0.93037,0.9128,0.48758,0.256088,0.153475,75,685584,vasily-polenov,84,Landscape,0.2,Realism,AI
0.45016,0.74899,0.88436,0.2403,0.264341,0.244432,100,688900,francisco-goya,51,Genre painting,0.2,Romanticism,AI
0.43617,0.96337,0.80222,0.62579,0.374081,0.345949,85,678976,ivan-aivazovsky,70,Landscape,0.2,Romanticism,AI
0.45139,0.94308,0.94044,0.53043,0.207869,0.14523,75,683929,ivan-shishkin,36,Landscape,0.2,Realism,AI
0.42967,0.92819,0.9416,0.46139,0.216267,0.135112,75,660969,ivan-shishkin,14,Landscape,0.2,Realism,AI
0.36698,0.95501,0.86657,0.59769,0.288447,0.236706,75,608400,ilya-repin,27,Portrait,0.2,Realism,AI
0.42841,0.94397,0.85882,0.52516,0.334209,0.268635,75,582169,aleksey-savrasov,29,Sketch and study,0.2,Realism,AI
0.4185,0.95677,0.86244,0.59455,0.295727,0.253945,75,646416,vasily-polenov,26,Landscape,0.2,Realism,AI
0.44179,0.95136,0.83367,0.55442,0.266551,0.269718,75,657721,isaac-levitan,46,Landscape,0.2,Realism,AI
0.42869,0.9345,0.95403,0.49742,0.217045,0.128227,75,682276,ivan-shishkin,85,Landscape,0.2,Realism,AI
0.39732,0.94869,0.92333,0.57083,0.261577,0.182838,75,643204,isaac-levitan,2,Landscape,0.2,Realism,AI
0.39468,0.81332,0.82015,0.28259,0.336438,0.34954,99,632025,ivan-aivazovsky,92,Cityscape,0.2,Romanticism,AI
0.47102,0.97009,0.82605,0.67586,0.379988,0.35612,75,594441,aleksey-savrasov,35,Landscape,0.2,Realism,AI
0.47281,0.95393,0.91367,0.58524,0.211962,0.177145,75,670761,camille-corot,16,Cityscape,0.2,Realism,AI
0.44206,0.96398,0.87096,0.64097,0.307594,0.261872,75,586756,camille-corot,21,Landscape,0.2,Realism,AI
0.47973,0.95578,0.79259,0.57762,0.311665,0.309065,75,659344,aleksey-savrasov,25,Landscape,0.2,Realism,AI
0.3766,0.9458,0.9294,0.54284,0.225752,0.143105,75,688900,eugene-boudin,33,Marina,0.2,Impressionism,AI
0.4063,0.95819,0.80575,0.60534,0.359347,0.363229,85,670761,ivan-aivazovsky,21,Marina,0.2,Romanticism,AI
0.39863,0.94242,0.9047,0.52372,0.27505,0.190604,75,537289,eugene-boudin,5,Genre painting,0.2,Impressionism,AI
0.3869,0.94014,0.91189,0.52411,0.247519,0.181126,75,697225,ivan-shishkin,79,Landscape,0.2,Realism,AI
0.39958,0.94145,0.86577,0.51171,0.341902,0.284372,91,705600,ivan-aivazovsky,39,Landscape,0.2,Romanticism,AI
0.39975,0.94265,0.88037,0.5347,0.239011,0.189017,75,622521,isaac-levitan,16,Landscape,0.2,Realism,AI
0.39017,0.94729,0.90916,0.55284,0.258529,0.188051,75,561001,eugene-boudin,10,Genre painting,0.2,Impressionism,AI
0.51438,0.96979,0.81856,0.6749,0.345663,0.313041,75,705600,ivan-aivazovsky,35,Portrait,0.2,Romanticism,AI
0.4261,0.95645,0.87017,0.59556,0.283863,0.255415,75,531441,camille-corot,51,Landscape,0.2,Realism,AI
0.41035,0.94819,0.86725,0.55078,0.35991,0.300538,91,669124,ivan-aivazovsky,69,Landscape,0.2,Romanticism,AI
0.38425,0.94308,0.88596,0.51708,0.271306,0.208953,75,651249,ivan-shishkin,57,Landscape,0.2,Realism,AI
0.36056,0.94432,0.90513,0.54756,0.247659,0.182418,75,700569,eugene-boudin,63,Animal painting,0.2,Impressionism,AI
0.37132,0.71089,0.92978,0.21714,0.243806,0.159206,100,609961,eugene-boudin,18,Marina,0.2,Impressionism,AI
0.5336,0.94862,0.89603,0.54271,0.228731,0.195126,75,651249,ivan-shishkin,98,Sketch and study,0.2,Realism,AI
0.37515,0.95069,0.86396,0.56187,0.356517,0.305622,85,654481,ivan-aivazovsky,28,Marina,0.2,Romanticism,AI
0.39816,0.94456,0.86334,0.53196,0.257051,0.212543,80,518400,eugene-boudin,45,Marina,0.2,Impressionism,AI
0.60965,0.94157,0.94218,0.51471,0.160486,0.135034,75,705600,ivan-shishkin,78,Sketch and study,0.2,Realism,AI
0.40671,0.94148,0.93682,0.52572,0.262754,0.156642,75,485809,eugene-boudin,92,Genre painting,0.2,Impressionism,AI
0.41099,0.96412,0.80397,0.63386,0.335928,0.335975,75,700569,aleksey-savrasov,18,Landscape,0.2,Realism,AI
0.32647,0.93269,0.94854,0.50585,0.269066,0.125065,75,476100,alfred-sisley,9,Landscape,0.2,Impressionism,AI
0.45004,0.97685,0.83635,0.71735,0.362208,0.337487,75,669124,ivan-aivazovsky,19,Landscape,0.2,Romanticism,AI
0.42396,0.93826,0.92111,0.51148,0.210797,0.165204,75,677329,ivan-shishkin,42,Landscape,0.2,Realism,AI
0.42961,0.74184,0.93175,0.23102,0.237854,0.152786,100,564001,eugene-boudin,17,Landscape,0.2,Impressionism,AI
0.4621,0.95704,0.86391,0.59329,0.293066,0.247989,75,659344,francisco-goya,45,Capriccio,0.2,Romanticism,AI
0.41567,0.9494,0.89441,0.57166,0.251566,0.192016,75,665856,camille-corot,13,Genre painting,0.2,Realism,AI
0.40036,0.95279,0.87807,0.58556,0.269957,0.211383,75,674041,isaac-levitan,90,Landscape,0.2,Realism,AI
0.43058,0.94783,0.84921,0.53286,0.272658,0.251352,75,588289,ivan-shishkin,18,Landscape,0.2,Realism,AI
0.44107,0.95738,0.87136,0.5975,0.323923,0.240968,75,622521,ilya-repin,40,Portrait,0.2,Realism,AI
0.36758,0.94945,0.93277,0.58842,0.227024,0.137237,75,616225,alfred-sisley,46,Landscape,0.2,Impressionism,AI
0.51098,0.76611,0.8669,0.24943,0.266939,0.280052,100,624100,francisco-goya,7,Mythological painting,0.2,Romanticism,AI
0.4426,0.96027,0.85231,0.62654,0.296325,0.269213,67,622521,francisco-goya,24,Capriccio,0.2,Romanticism,AI
0.38485,0.94428,0.94034,0.54235,0.249573,0.150553,75,573049,eugene-boudin,78,Genre painting,0.2,Impressionism,AI
0.39427,0.9456,0.87933,0.54335,0.253327,0.194208,75,565504,vasily-polenov,4,Landscape,0.2,Realism,AI
0.39796,0.82442,0.80365,0.29351,0.352996,0.378507,99,657721,ivan-aivazovsky,91,Cityscape,0.2,Romanticism,AI
0.45193,0.96782,0.83194,0.65815,0.334962,0.339696,75,597529,camille-corot,93,Landscape,0.2,Realism,AI
0.36813,0.94518,0.90989,0.53761,0.278274,0.184841,75,687241,vasily-polenov,36,Genre painting,0.2,Realism,AI
0.45715,0.96123,0.82365,0.62382,0.2664,0.285592,75,690561,camille-corot,73,Landscape,0.2,Realism,AI
0.49624,0.94356,0.87628,0.52917,0.252583,0.249185,87,677329,ilya-repin,78,Self-portrait,0.2,Realism,AI
0.43869,0.95621,0.79729,0.59461,0.295757,0.318503,75,616225,isaac-levitan,22,Sketch and study,0.2,Realism,AI
0.45574,0.96014,0.86801,0.61481,0.291096,0.258864,75,583696,camille-corot,65,Landscape,0.2,Realism,AI
0.39811,0.9432,0.87006,0.52094,0.29511,0.24091,75,680625,aleksey-savrasov,37,Landscape,0.2,Realism,AI
0.45653,0.96614,0.833,0.65907,0.397337,0.397449,85,693889,ivan-aivazovsky,95,Cityscape,0.2,Romanticism,AI
0.46275,0.96518,0.81116,0.6252,0.379624,0.350053,85,640000,ivan-aivazovsky,61,Landscape,0.2,Romanticism,AI
0.36732,0.94397,0.94213,0.53888,0.264498,0.144952,75,522729,eugene-boudin,71,Landscape,0.2,Impressionism,AI
0.42162,0.94666,0.8795,0.55444,0.287884,0.216601,75,614656,ilya-repin,13,Religious painting,0.2,Realism,AI
0.46282,0.75309,0.87799,0.23751,0.248238,0.209894,100,514089,eugene-boudin,19,Cityscape,0.2,Impressionism,AI
0.39801,0.94643,0.90451,0.54338,0.27348,0.188299,75,638401,ivan-shishkin,77,Landscape,0.2,Realism,AI
0.67486,0.93171,0.95262,0.48456,0.122455,0.122423,75,656100,ivan-shishkin,72,Sketch and study,0.2,Realism,AI
0.32843,0.93266,0.89476,0.49512,0.274939,0.159184,75,506944,alfred-sisley,95,Landscape,0.2,Impressionism,AI
0.39985,0.95151,0.87725,0.56683,0.342757,0.264318,85,646416,ivan-aivazovsky,58,Marina,0.2,Romanticism,AI
0.41564,0.9483,0.87468,0.53577,0.298769,0.230662,75,682276,aleksey-savrasov,42,Landscape,0.2,Realism,AI
0.44172,0.96157,0.85003,0.62407,0.3327,0.289131,75,659344,francisco-goya,50,Capriccio,0.2,Romanticism,AI
0.40584,0.94238,0.84762,0.51974,0.282663,0.252513,75,588289,isaac-levitan,96,Landscape,0.2,Realism,AI
0.53167,0.94911,0.86509,0.53613,0.289135,0.228687,75,625681,aleksey-savrasov,43,Sketch and study,0.2,Realism,AI
0.40591,0.95205,0.86405,0.55802,0.316453,0.25936,75,680625,aleksey-savrasov,60,Landscape,0.2,Realism,AI
0.48984,0.92138,0.76396,0.45627,0.28435,0.355775,93,614656,camille-corot,15,Landscape,0.2,Realism,AI
